Order No,Order Date,Order Year,Customer Name,Address,City,State,Customer Type,Account Manager,Order Priority,Product Name,Product Category,Product Container,Order Quantity,Cost Price,Retail Price,Profit Margin,Total
5547-1,7/4/2014,2014,Mike Gockenbach,"180 High Street,Windsor",Melbourne,VIC,Consumer,Connor Betts,High,Alto Memo Cubes,Office Supplies,Wrap Bag,43,$3.32 ,$5.18 ,$1.86 ,$218.10 
5548-1,7/5/2014,2014,James Galang,"Westfield 1 Anderson St,Chatswood",Sydney,NSW,Consumer,Nicholas Fernandes,Critical,Artisan File Folder Labels,Office Supplies,Small Box,47,$1.84 ,$2.88 ,$1.04 ,$136.63 
5549-1,7/11/2014,2014,Sanjit Jacobs,"541 Church St,Richmond",Melbourne,VIC,Consumer,Yvette Biti,High,TechSavi Access Keyboard,Technology,Small Box,40,$8.31 ,$15.98 ,$7.67 ,$626.52 
5551-1,7/12/2014,2014,Raymond Book,"Shop 1, 186-190 Church Street,Parramatta;46a Macleay Street,Potts Point",Sydney,NSW,Consumer,Mihael Khan,Medium,Artisan Round Ring Poly Binders,Office Supplies,Small Box,19,$1.82 ,$2.84 ,$1.02 ,$59.40 
5552-1,7/15/2014,2014,Bobby Odegard,"37/59 Brewer Street, Perth",Melbourne,VIC,Corporate,Connor Betts,Not Specified,"Laser Neon Mac Format Diskettes, 10/Pack",Technology,Small Pack,4,$1.87 ,$8.12 ,$6.25 ,$33.04 
5554-1,7/17/2014,2014,Eric Barreto,14 Money Street,Perth,WA,Small Business,Phoebe Gour,High,Alto 3-Hole Punch,Office Supplies,Small Box,18,$2.76 ,$4.38 ,$1.62 ,$82.68 
5556-1,7/18/2014,2014,Art Miller,"14 Money Street, Perth",Sydney,NSW,Corporate,Leighton Forrest,Medium,Artisan 474 Labels,Office Supplies,Small Box,10,$1.84 ,$2.88 ,$1.04 ,$29.50 
5558-1,7/18/2014,2014,Julia Dunbar,3/265 Stirling Street,Perth,WA,Consumer,Phoebe Gour,Low,Colored Push Pins,Office Supplies,Wrap Bag,8,$0.92 ,$1.81 ,$0.89 ,$15.32 
5558-2,7/18/2014,2014,Julia Dunbar,3/265 Stirling Street,Perth,WA,Consumer,Phoebe Gour,Low,"Steady Colorific Eraseable Coloring Pencils, 12 Count",Office Supplies,Wrap Bag,41,$1.90 ,$3.28 ,$1.38 ,$129.71 
5560-1,7/22/2014,2014,Gene Hale,"1/173-179 Bronte Rd,Waverley",Sydney,NSW,Consumer,Leighton Forrest,Low,Economy Binders,Office Supplies,Small Box,20,$1.33 ,$2.08 ,$0.75 ,$41.43 
5562-1,7/24/2014,2014,Sonia Sunley,"1/50-58 Hunter St,Sydney",Sydney,NSW,Small Business,Preston Senome,Critical,Smiths Metal Binder Clips,Office Supplies,Wrap Bag,25,$1.60 ,$2.62 ,$1.02 ,$60.41 
5564-1,7/25/2014,2014,Philip Brown,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Home Office,Yvette Biti,Low,Self-Adhesive Removable Labels,Office Supplies,Small Box,46,$1.98 ,$3.15 ,$1.17 ,$130.90 
5566-1,7/26/2014,2014,Victoria Wilson,"1/160 Anzac Parade,Kensington",Sydney,NSW,Home Office,Natasha Song,Low,HFX LaserJet 3310 Copier,Technology,Large Box,25,$377.99 ,$599.99 ,$222.00 ,"$13,974.26 "
5566-2,7/26/2014,2014,Victoria Wilson,"1/160 Anzac Parade,Kensington",Sydney,NSW,Home Office,Natasha Song,Low,Smiths Metal Binder Clips,Office Supplies,Wrap Bag,10,$1.60 ,$2.62 ,$1.02 ,$24.90 
5569-1,7/28/2014,2014,Maria Zettner,"531 King St,Newtown",Sydney,NSW,Corporate,Mihael Khan,Medium,1726 Digital Answering Machine,Technology,Medium Box,9,$8.82 ,$20.99 ,$12.17 ,$178.61 
5570-1,7/30/2014,2014,Keith Herrera,"120 Hardware St,Melbourne",Melbourne,VIC,Small Business,Yvette Biti,High,Artisan File Folder Labels,Office Supplies,Small Box,11,$1.84 ,$2.88 ,$1.04 ,$36.38 
5572-1,7/30/2014,2014,Mark Packer,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Small Business,Phoebe Gour,High,"Artisan Flip-Chart Easel Binder, Black",Office Supplies,Small Box,34,$13.88 ,$22.38 ,$8.50 ,$768.41 
5574-1,7/30/2014,2014,Denny Joy,"99 Lygon Street,East Brunswick",Melbourne,VIC,Corporate,Connor Betts,Medium,Security-Tint Envelopes,Office Supplies,Small Box,7,$4.89 ,$7.64 ,$2.75 ,$51.66 
5576-1,8/3/2014,2014,Shirley Jackson,"Westfield Miranda, 600 Kingsway,Miranda",Sydney,NSW,Corporate,Preston Senome,Medium,Binder Posts,Office Supplies,Small Box,7,$3.50 ,$5.74 ,$2.24 ,$43.58 
5578-1,8/5/2014,2014,Ed Ludwig,"221 Barkly St,St Kilda",Melbourne,VIC,Consumer,Yvette Biti,High,12 Colored Short Pencils,Office Supplies,Wrap Bag,43,$1.09 ,$2.60 ,$1.51 ,$107.49 
5579-1,8/6/2014,2014,Carol Adams,"181 Enmore Rd,Enmore",Sydney,NSW,Corporate,Radhya Staples,Low,Artisan Hanging File Binders,Office Supplies,Small Box,32,$3.65 ,$5.98 ,$2.33 ,$173.71 
5581-1,8/7/2014,2014,John Lucas,"188 Pitt Street,Sydney",Sydney,NSW,Small Business,Tina Carlton,Critical,Alto Memo Cubes,Office Supplies,Wrap Bag,17,$3.32 ,$5.18 ,$1.86 ,$88.34 
5583-1,8/11/2014,2014,Benjamin Patterson,"6 Brookman Street, Perth",Sydney,NSW,Corporate,Aanya Zhang,Critical,Bagged Rubber Bands,Office Supplies,Wrap Bag,2,$0.24 ,$1.26 ,$1.02 ,$3.07 
5584-1,8/11/2014,2014,Sara Luxemburg,"180 High Street,Windsor",Melbourne,VIC,Small Business,Connor Betts,Critical,"DrawIt Colored Pencils, 48-Color Set",Office Supplies,Wrap Bag,24,$21.56 ,$36.55 ,$14.99 ,$829.69 
5586-1,8/11/2014,2014,Adrian Hane,"180 High Street,Windsor",Melbourne,VIC,Corporate,Connor Betts,Medium,Steady Major Accent Highlighters,Office Supplies,Wrap Bag,47,$3.75 ,$7.08 ,$3.33 ,$301.83 
5588-1,8/11/2014,2014,Tonja Turnell,"221 Barkly St,St Kilda",Melbourne,VIC,Consumer,Yvette Biti,High,Wirebound Voice Message Log Book,Office Supplies,Wrap Bag,11,$2.90 ,$4.76 ,$1.86 ,$49.05 
5589-1,8/12/2014,2014,Brad Thomas,"152 Bunnerong Road,Eastgardens",Sydney,NSW,Home Office,Tina Carlton,Low,Beekin 105-Key Black Keyboard,Technology,Small Box,5,$6.39 ,$19.98 ,$13.59 ,$94.91 
5591-1,8/22/2014,2014,Dorris Love,"359 Crown Street,Surry Hills",Sydney,NSW,Home Office,Phoebe Gour,Not Specified,Smiths File Caddy,Office Supplies,Small Box,17,$4.03 ,$9.38 ,$5.35 ,$152.39 
5593-1,8/25/2014,2014,John Lee,"180 High Street,Windsor",Melbourne,VIC,Corporate,Connor Betts,High,Aluminum Document Frame,Furniture,Small Pack,37,$5.50 ,$12.22 ,$6.72 ,$414.30 
5594-1,8/25/2014,2014,Jill Fjeld,"53 Riley Street,Woolloomooloo",Sydney,NSW,Home Office,Tina Carlton,High,PastelOcean Color Pencil Set,Office Supplies,Wrap Bag,28,$11.11 ,$19.84 ,$8.73 ,$526.29 
5596-1,8/26/2014,2014,Valerie Dominguez,37/59 Brewer Street,Perth,WA,Corporate,Tina Carlton,Medium,TechSavi Access Keyboard,Technology,Small Box,46,$10.07 ,$15.98 ,$5.91 ,$724.38 
5597-1,8/27/2014,2014,Maribeth Yedwab,"240-242 Johnston Street,Fitzroy",Melbourne,VIC,Home Office,Connor Betts,Not Specified,Smiths Metal Binder Clips,Office Supplies,Wrap Bag,45,$1.60 ,$2.62 ,$1.02 ,$117.52 
5599-1,8/28/2014,2014,Ruben Ausman,"Crown Complex,Southbank",Melbourne,VIC,Corporate,Yvette Biti,High,Cando PC940 Copier,Technology,Jumbo Drum,15,$278.99 ,$449.99 ,$171.00 ,"$6,528.86 "
5599-2,8/28/2014,2014,Ruben Ausman,"Crown Complex,Southbank",Melbourne,VIC,Corporate,Yvette Biti,High,EcoTones Memo Sheets,Office Supplies,Wrap Bag,14,$2.52 ,$4.00 ,$1.48 ,$53.94 
5603-1,8/28/2014,2014,Jim Kriz,"85-113 Dunning Ave,Roseberry",Sydney,NSW,Consumer,Mihael Khan,Low,TechSavi Internet Navigator Keyboard,Technology,Small Box,37,$6.51 ,$30.98 ,$24.47 ,"$1,118.37 "
5604-1,9/2/2014,2014,Vivek Sundaresam,"152 Bunnerong Road,Eastgardens",Sydney,NSW,Home Office,Tina Carlton,Low,TechSavi Access Keyboard,Technology,Small Box,29,$10.07 ,$15.98 ,$5.91 ,$448.88 
5605-1,9/3/2014,2014,Odella Nelson,"523 King St,Newtown",Sydney,NSW,Small Business,Aanya Zhang,Medium,"Artisan Hi-Liter GlideStik Fluorescent Highlighter, Yellow Ink",Office Supplies,Wrap Bag,31,$1.92 ,$3.26 ,$1.34 ,$102.92 
5606-1,9/3/2014,2014,Kean Thornton,65 Palmerston Street,Perth,WA,Corporate,Natasha Song,Low,Artisan Hi-Liter Smear-Safe Highlighters,Office Supplies,Wrap Bag,22,$2.98 ,$5.84 ,$2.86 ,$116.46 
5607-1,9/4/2014,2014,Aaron Bergman,"Westfield Sydney,Sydney",Sydney,NSW,Corporate,Natasha Song,Not Specified,Apex Preferred Stainless Steel Scissors,Office Supplies,Small Pack,23,$2.50 ,$5.68 ,$3.18 ,$132.93 
5609-1,9/7/2014,2014,Eugene Moren,14/76 Newcastle Street,Perth,WA,Home Office,Mihael Khan,Not Specified,Smiths General Use 3-Ring Binders,Office Supplies,Small Box,47,$1.18 ,$1.88 ,$0.70 ,$84.55 
5609-2,9/7/2014,2014,Eugene Moren,14/76 Newcastle Street,Perth,WA,Home Office,Mihael Khan,Not Specified,Steady Liquid Accent Tank-Style Highlighters,Office Supplies,Wrap Bag,39,$1.31 ,$2.84 ,$1.53 ,$102.83 
5612-1,9/10/2014,2014,Victoria Pisteka,8/2 Edward Street,Perth,WA,Corporate,Natasha Song,Not Specified,3Max Polarizing Light Filter Sleeves,Furniture,Small Pack,7,$11.38 ,$18.65 ,$7.27 ,$133.01 
5613-1,9/11/2014,2014,Philip Brown,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Home Office,Yvette Biti,Critical,Binder Clips by OIC,Office Supplies,Wrap Bag,15,$0.93 ,$1.48 ,$0.55 ,$22.23 
5615-1,9/12/2014,2014,Jack Garza,"2a/285A Crown St,Surry Hills",Sydney,NSW,Corporate,Phoebe Gour,Critical,"Creator Anti Dust Chalk, 12/Pack",Office Supplies,Wrap Bag,36,$1.09 ,$1.82 ,$0.73 ,$60.62 
5616-1,9/12/2014,2014,Gary Hansen,"273 George Street,Sydney",Sydney,NSW,Consumer,Leighton Forrest,Low,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",Office Supplies,Small Box,34,$14.95 ,$34.76 ,$19.81 ,"$1,154.60 "
5618-1,9/13/2014,2014,Christina Vanderzanden,"188 Pitt Street,Sydney",Sydney,NSW,Small Business,Tina Carlton,Low,"Angle-D Binders with Locking Rings, Label Holders",Office Supplies,Small Box,26,$4.53 ,$7.30 ,$2.77 ,$191.83 
5619-1,9/17/2014,2014,Bart Watters,"27/580 Hay Street, Perth",Sydney,NSW,Corporate,Nicholas Fernandes,Critical,Artisan Poly Binder Pockets,Office Supplies,Small Box,19,$2.26 ,$3.58 ,$1.32 ,$73.49 
5621-1,9/21/2014,2014,George Ashbrook,"506 Swan Street,Richmond",Melbourne,VIC,Consumer,Connor Betts,Medium,600 Series Non-Flip,Technology,Small Box,23,$19.78 ,$45.99 ,$26.21 ,$956.98 
5621-2,9/21/2014,2014,George Ashbrook,"506 Swan Street,Richmond",Melbourne,VIC,Consumer,Connor Betts,Medium,Binder Clips by OIC,Office Supplies,Wrap Bag,33,$0.93 ,$1.48 ,$0.55 ,$46.61 
5625-1,9/23/2014,2014,Nathan Mautz,"412 Brunswick St,Fitzroy",Melbourne,VIC,Corporate,Connor Betts,High,DrawIt Colored Pencils,Office Supplies,Wrap Bag,48,$4.37 ,$9.11 ,$4.74 ,$413.29 
5627-1,9/27/2014,2014,Cindy Chapman,101 Murray Street,Perth,WA,Corporate,Tina Carlton,Low,Office Shears by Apex,Office Supplies,Small Pack,36,$0.94 ,$2.08 ,$1.14 ,$76.69 
5629-1,9/28/2014,2014,Charles McCrossin,"81 MacLeay St,Potts Point",Sydney,NSW,Corporate,Samantha Chairs,High,Smiths Paper Clips,Office Supplies,Wrap Bag,49,$1.53 ,$2.47 ,$0.94 ,$118.42 
5630-1,9/28/2014,2014,Giulietta Baptist,"Hoyts Entertainment Quarter 122 Lang Road,Moore Park",Sydney,NSW,Home Office,Tina Carlton,High,Steady Liquid Accent Highlighters,Office Supplies,Wrap Bag,16,$3.47 ,$6.68 ,$3.21 ,$97.69 
5631-1,9/29/2014,2014,Christopher Martinez,32 Wellington Street,Perth,WA,Small Business,Tina Carlton,Low,OIC Thumb-Tacks,Office Supplies,Wrap Bag,8,$0.71 ,$1.14 ,$0.43 ,$9.82 
5633-1,10/1/2014,2014,Patrick Jones,"221 Barkly St,St Kilda",Melbourne,VIC,Home Office,Yvette Biti,High,Adesso Programmable 142-Key Keyboard,Technology,Small Box,48,$39.64 ,$152.48 ,$112.84 ,"$7,032.78 "
5635-1,10/1/2014,2014,Jamie Kunitz,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Corporate,Phoebe Gour,Not Specified,PastelOcean Color Pencil Set,Office Supplies,Wrap Bag,15,$11.11 ,$19.84 ,$8.73 ,$301.70 
5637-1,10/2/2014,2014,Carl Jackson,"6 Mary St,Newtown",Sydney,NSW,Home Office,Samantha Chairs,High,Artisan 487 Labels,Office Supplies,Small Box,30,$2.29 ,$3.69 ,$1.40 ,$101.24 
5639-1,10/2/2014,2014,Ritsa Hightower,22 St Georges Terrace,Perth,WA,Corporate,Natasha Song,High,Smiths Colored Bar Computer Paper,Office Supplies,Small Box,29,$21.97 ,$35.44 ,$13.47 ,"$1,001.85 "
5641-1,10/3/2014,2014,Nathan Mautz,"412 Brunswick St,Fitzroy",Melbourne,VIC,Corporate,Connor Betts,Not Specified,OIC Thumb-Tacks,Office Supplies,Wrap Bag,4,$0.71 ,$1.14 ,$0.43 ,$5.26 
5643-1,10/4/2014,2014,Liz Price,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Consumer,Phoebe Gour,Low,Artisan Non-Stick Binders,Office Supplies,Small Box,44,$2.74 ,$4.49 ,$1.75 ,$193.12 
5644-1,10/4/2014,2014,Patrick OBrill,27/580 Hay Street,Perth,WA,Home Office,Tina Carlton,Low,Laser DVD-RAM discs,Technology,Small Pack,5,$20.18 ,$35.41 ,$15.23 ,$179.04 
5645-1,10/6/2014,2014,Sanjit Jacobs,"541 Church St,Richmond",Melbourne,VIC,Consumer,Yvette Biti,Critical,Artisan 481 Labels,Office Supplies,Small Box,46,$1.94 ,$3.08 ,$1.14 ,$137.00 
5646-1,10/8/2014,2014,Christopher Schild,"4A Lyons St,Strathfield",Sydney,NSW,Corporate,Tina Carlton,High,Aluminum Document Frame,Furniture,Small Pack,1,$5.50 ,$12.22 ,$6.72 ,$13.85 
5647-1,10/9/2014,2014,Trudy Bell,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Consumer,Nicholas Fernandes,High,Apex Box Cutter Scissors,Office Supplies,Small Pack,37,$4.19 ,$10.23 ,$6.04 ,$352.91 
5648-1,10/10/2014,2014,Harold Dahlen,"53-55 Liverpool St,Sydney",Sydney,NSW,Corporate,Tina Carlton,Low,Artisan Reinforcements for Hole-Punch Pages,Office Supplies,Small Box,38,$1.19 ,$1.98 ,$0.79 ,$76.25 
5650-1,10/11/2014,2014,Arthur Prichep,"14 Knebworth Avenue, Perth",Sydney,NSW,Home Office,Phoebe Gour,Medium,PastelOcean Color Pencil Set,Office Supplies,Wrap Bag,43,$11.11 ,$19.84 ,$8.73 ,$831.63 
5651-1,10/15/2014,2014,Vicky Freymann,"501 George St,Sydney",Sydney,NSW,Home Office,Samantha Chairs,Low,Ames Color-File Green Diamond Border X-ray Mailers,Office Supplies,Small Box,34,$52.07 ,$83.98 ,$31.91 ,"$2,689.01 "
5653-1,10/16/2014,2014,Patrick Jones,"221 Barkly St,St Kilda",Melbourne,VIC,Home Office,Yvette Biti,Critical,EcoTones Memo Sheets,Office Supplies,Wrap Bag,36,$2.52 ,$4.00 ,$1.48 ,$143.86 
5655-1,10/17/2014,2014,Sam Craven,"8 Rankins Lane ,Melbourne",Melbourne,VIC,Home Office,Connor Betts,Medium,Apex Straight Scissors,Office Supplies,Small Pack,11,$5.19 ,$12.98 ,$7.79 ,$134.50 
5655-2,10/17/2014,2014,Sam Craven,"8 Rankins Lane ,Melbourne",Melbourne,VIC,Home Office,Connor Betts,Medium,EcoTones Memo Sheets,Office Supplies,Wrap Bag,19,$2.52 ,$4.00 ,$1.48 ,$76.54 
5658-1,10/18/2014,2014,Patrick Jones,"221 Barkly St,St Kilda",Melbourne,VIC,Home Office,Yvette Biti,Not Specified,Artisan 48 Labels,Office Supplies,Small Box,8,$3.84 ,$6.30 ,$2.46 ,$50.40 
5659-1,10/19/2014,2014,Barry Franz,"65 Palmerston Street, Perth",Melbourne,VIC,Corporate,Yvette Biti,High,Beekin 6 Outlet Metallic Surge Strip,Office Supplies,Small Box,4,$4.46 ,$10.89 ,$6.43 ,$45.88 
5661-1,10/20/2014,2014,George Ashbrook,"506 Swan Street,Richmond",Melbourne,VIC,Small Business,Connor Betts,Not Specified,TechSavi Access Keyboard,Technology,Small Box,38,$8.31 ,$15.98 ,$7.67 ,$553.02 
5663-1,10/21/2014,2014,Roger Demir,"2/86 Enmore Rd,Enmore",Sydney,NSW,Consumer,Samantha Chairs,Not Specified,"Artisan Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",Office Supplies,Wrap Bag,46,$4.48 ,$8.14 ,$3.66 ,$377.56 
5665-1,10/21/2014,2014,Philip Brown,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Corporate,Yvette Biti,Medium,Smiths SlimLine Pencil Sharpener,Office Supplies,Small Pack,8,$4.79 ,$11.97 ,$7.18 ,$98.70 
5667-1,10/22/2014,2014,Kelly Collister,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Consumer,Yvette Biti,High,3Max Organizer Strips,Office Supplies,Small Box,22,$3.40 ,$5.40 ,$2.00 ,$114.70 
5669-1,10/23/2014,2014,Caroline Jumper,"145 Ramsay St,Haberfield",Sydney,NSW,Corporate,Phoebe Gour,Not Specified,Alto Perma 2700 Stacking Storage Drawers,Office Supplies,Small Box,19,$8.92 ,$29.74 ,$20.82 ,$515.19 
5670-1,10/26/2014,2014,Catherine Glotzbach,"188 Pitt Street,Sydney",Sydney,NSW,Home Office,Tina Carlton,Medium,Artisan Hanging File Binders,Office Supplies,Small Box,19,$3.65 ,$5.98 ,$2.33 ,$113.97 
5671-1,10/27/2014,2014,Mike Gockenbach,"180 High Street,Windsor",Melbourne,VIC,Consumer,Connor Betts,Low,Artisan Hi-Liter Pen Style Six-Color Fluorescent Set,Office Supplies,Wrap Bag,10,$2.16 ,$3.85 ,$1.69 ,$36.89 
5672-1,10/28/2014,2014,Eugene Moren,14/76 Newcastle Street,Perth,WA,Home Office,Mihael Khan,Medium,TechSavi Cordless Keyboard,Technology,Small Box,29,$17.84 ,$34.99 ,$17.15 ,$928.89 
5674-1,10/29/2014,2014,Brendan Murry,"2/797 Botany Rd,Rosebery",Sydney,NSW,Corporate,Samantha Chairs,High,Smiths SlimLine Pencil Sharpener,Office Supplies,Small Pack,23,$4.79 ,$11.97 ,$7.18 ,$278.37 
5676-1,11/1/2014,2014,John Murray,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Small Business,Phoebe Gour,Not Specified,Ames Color-File Green Diamond Border X-ray Mailers,Office Supplies,Small Box,24,$52.07 ,$83.98 ,$31.91 ,"$1,919.75 "
5677-1,11/2/2014,2014,Lindsay Shagiari,"5/250 Old Northern Road ,Castle Hill",Sydney,NSW,Home Office,Nicholas Fernandes,High,Security-Tint Envelopes,Office Supplies,Small Box,12,$4.89 ,$7.64 ,$2.75 ,$91.24 
5679-1,11/3/2014,2014,Pete Armstrong,"506 Swan Street,Richmond",Melbourne,VIC,Consumer,Connor Betts,Low,EcoTones Memo Sheets,Office Supplies,Wrap Bag,32,$2.52 ,$4.00 ,$1.48 ,$117.78 
5680-1,11/3/2014,2014,Becky Castell,"27/580 Hay Street, Perth",Sydney,NSW,Consumer,Preston Senome,Medium,TechSavi Internet Navigator Keyboard,Technology,Small Box,12,$6.51 ,$30.98 ,$24.47 ,$378.26 
5681-1,11/7/2014,2014,Ritsa Hightower,22 St Georges Terrace,Perth,WA,Corporate,Natasha Song,Medium,HFX LaserJet 3310 Copier,Technology,Large Box,41,$377.99 ,$599.99 ,$222.00 ,"$22,902.11 "
5682-1,11/10/2014,2014,Toby Carlisle,"6/15 Cross Street,Double Bay",Sydney,NSW,Home Office,Leighton Forrest,High,HFX LaserJet 3310 Copier,Technology,Large Box,20,$377.99 ,$599.99 ,$222.00 ,"$11,184.30 "
5684-1,11/11/2014,2014,Greg Hansen,"221 Barkly St,St Kilda",Melbourne,VIC,Home Office,Yvette Biti,Critical,Smiths Pushpins,Office Supplies,Wrap Bag,36,$0.94 ,$1.88 ,$0.94 ,$61.70 
5685-1,11/16/2014,2014,Julia Dunbar,3/265 Stirling Street,Perth,WA,Consumer,Phoebe Gour,Not Specified,300 Series Non-Flip,Technology,Small Box,6,$62.40 ,$155.99 ,$93.59 ,$925.30 
5686-1,11/16/2014,2014,Jill Stevenson,"181 Enmore Rd,Enmore",Sydney,NSW,Consumer,Radhya Staples,Low,Beekin 6 Outlet Metallic Surge Strip,Office Supplies,Small Box,8,$4.46 ,$10.89 ,$6.43 ,$83.78 
5687-1,11/17/2014,2014,Giulietta Weimer,"48 Albion St,Surry Hills",Sydney,NSW,Corporate,Natasha Song,High,Binder Clips by OIC,Office Supplies,Wrap Bag,28,$0.93 ,$1.48 ,$0.55 ,$40.48 
5689-1,11/18/2014,2014,Jamie Kunitz,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Corporate,Phoebe Gour,Critical,Steady Liquid Accent Tank-Style Highlighters,Office Supplies,Wrap Bag,12,$1.31 ,$2.84 ,$1.53 ,$31.60 
5690-1,11/19/2014,2014,Brendan Murry,"2/797 Botany Rd,Rosebery",Sydney,NSW,Corporate,Samantha Chairs,Medium,Economy Rollaway Files,Office Supplies,Small Box,46,$67.73 ,$165.20 ,$97.47 ,"$7,467.21 "
5692-1,11/21/2014,2014,Harold Ryan,"4A Lyons St,Strathfield",Sydney,NSW,Home Office,Tina Carlton,Medium,Adesso Programmable 142-Key Keyboard,Technology,Small Box,29,$32.02 ,$152.48 ,$120.46 ,"$4,027.95 "
5693-1,11/22/2014,2014,Julia Barnett,"485 Crown St,Surry Hills",Sydney,NSW,Home Office,Leighton Forrest,High,"Artisan Flip-Chart Easel Binder, Black",Office Supplies,Small Box,10,$13.88 ,$22.38 ,$8.50 ,$236.66 
5695-1,11/22/2014,2014,Joseph Airdo,"Westfield Sydney,Sydney",Sydney,NSW,Consumer,Natasha Song,Critical,Steady Liquid Accent Tank-Style Highlighters,Office Supplies,Wrap Bag,39,$1.31 ,$2.84 ,$1.53 ,$106.15 
5696-1,11/23/2014,2014,Nicole Hansen,"184 King Street,Newtown",Sydney,NSW,Small Business,Charlie Bui,Critical,Alto Perma 2700 Stacking Storage Drawers,Office Supplies,Small Box,34,$8.92 ,$29.74 ,$20.82 ,$926.80 
5698-1,11/23/2014,2014,Giulietta Dortch,"180 High Street,Windsor",Melbourne,VIC,Consumer,Connor Betts,Low,Cando PC940 Copier,Technology,Jumbo Drum,34,$278.99 ,$449.99 ,$171.00 ,"$15,042.67 "
5699-1,11/26/2014,2014,Maurice Satty,"188 Pitt Street,Sydney",Sydney,NSW,Corporate,Tina Carlton,High,TechSavi Access Keyboard,Technology,Small Box,5,$8.31 ,$15.98 ,$7.67 ,$80.01 
5701-1,11/30/2014,2014,Lena Creighton,"127 Liverpool St,Sydney",Sydney,NSW,Home Office,Samantha Chairs,High,Alto Memo Cubes,Office Supplies,Wrap Bag,9,$3.32 ,$5.18 ,$1.86 ,$44.46 
5702-1,12/1/2014,2014,Ritsa Hightower,22 St Georges Terrace,Perth,WA,Corporate,Natasha Song,Low,Fluorescent Highlighters by DrawIt,Office Supplies,Wrap Bag,4,$1.95 ,$3.98 ,$2.03 ,$16.43 
5703-1,12/1/2014,2014,Jesus Ocampo,"60 Commercial Rd,Prahran",Melbourne,VIC,Small Business,Yvette Biti,Low,Steady 52201 APSCO Electric Pencil Sharpener,Office Supplies,Small Pack,47,$16.80 ,$40.97 ,$24.17 ,"$1,857.56 "
5705-1,12/4/2014,2014,Ed Braxton,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Home Office,Yvette Biti,Medium,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",Office Supplies,Small Box,8,$14.95 ,$34.76 ,$19.81 ,$266.83 
5706-1,12/5/2014,2014,Janet Martin,"24 Addison Rd,Marrickville",Sydney,NSW,Corporate,Radhya Staples,Medium,Colored Envelopes,Office Supplies,Small Box,41,$2.25 ,$3.69 ,$1.44 ,$141.69 
5708-1,12/6/2014,2014,Vivek Gonzalez,"53 Riley Street,Woolloomooloo",Sydney,NSW,Consumer,Tina Carlton,Not Specified,Artisan Round Ring Poly Binders,Office Supplies,Small Box,21,$1.82 ,$2.84 ,$1.02 ,$64.48 
5710-1,12/8/2014,2014,Robert Barroso,"163 Concord Road,North Strathfield",Sydney,NSW,Small Business,Charlie Bui,High,Deluxe Rollaway Locking File with Drawer,Office Supplies,Small Box,4,$178.83 ,$415.88 ,$237.05 ,"$1,624.98 "
5711-1,12/9/2014,2014,Linda Southworth,"359 Crown Street,Surry Hills",Sydney,NSW,Consumer,Phoebe Gour,Medium,Xit Blank Computer Paper,Office Supplies,Small Box,48,$12.39 ,$19.98 ,$7.59 ,$955.22 
5712-1,12/10/2014,2014,Bart Watters,"27/580 Hay Street, Perth",Sydney,NSW,Corporate,Nicholas Fernandes,Not Specified,Apex Box Cutter Scissors,Office Supplies,Small Pack,46,$4.19 ,$10.23 ,$6.04 ,$470.55 
5713-1,12/10/2014,2014,Marc Crier,"Westfield Sydney,Sydney",Sydney,NSW,Corporate,Natasha Song,Low,"Laser Neon Mac Format Diskettes, 10/Pack",Technology,Small Pack,11,$1.87 ,$8.12 ,$6.25 ,$86.79 
5715-1,12/13/2014,2014,Mike Kennedy,"99 Lygon Street,East Brunswick",Melbourne,VIC,Corporate,Connor Betts,High,"Alto Parchment Paper, Assorted Colors",Office Supplies,Small Box,36,$4.59 ,$7.28 ,$2.69 ,$260.13 
5717-1,12/16/2014,2014,Harry Greene,"470 Anzac Parade,Kingsford",Sydney,NSW,Corporate,Tina Carlton,Medium,Self-Adhesive Ring Binder Labels,Office Supplies,Small Box,23,$2.18 ,$3.52 ,$1.34 ,$82.12 
5718-1,12/22/2014,2014,Theone Pippenger,"188 Pitt Street,Sydney",Sydney,NSW,Corporate,Tina Carlton,Medium,Colored Push Pins,Office Supplies,Wrap Bag,48,$0.92 ,$1.81 ,$0.89 ,$79.75 
5719-1,12/25/2014,2014,Brian Stugart,"88 Oxford St,Woollahra",Sydney,NSW,Consumer,Charlie Bui,Medium,Cando PC940 Copier,Technology,Large Box,10,$216.00 ,$449.99 ,$233.99 ,"$4,479.39 "
